name,address,city,state
Skyline College,3300 College Dr,San Bruno,California
San Bernardino Valley College,701 South Mount Vernon Avenue,San Bernardino,California
Saint Mary's College of California,1928 Saint Marys Road,Moraga,California
Solano Community College,4000 Suisun Valley Rd,Fairfield,California
Sonoma State University,1801 E Cotati Ave,Rohnert Park,California
Pinnacle College,"1000 South Fremont Avenue, Bldg A-11, Ste 11010",Alhambra,California
South Baylo University,1126 N Brookhurst St,Anaheim,California
South Coast College,2011 W. Chapman Avenue,Orange,California
Vanguard University of Southern California,55 Fair Dr,Costa Mesa,California
Concorde Career College-Garden Grove,"12951 Euclid Street, Suite 101",Garden Grove,California
Southwestern College,900 Otay Lakes Rd,Chula Vista,California
St John's Seminary,5012 Seminary Rd,Camarillo,California
Starr King School for Ministry,2441 Le Conte AVE,Berkeley,California
State Center Community College District,1525 E. Weldon Avenue,Fresno,California
Marshall B Ketchum University,2575 Yorba Linda Blvd,Fullerton,California
Southern California Institute of Architecture,960 E. 3rd Street,Los Angeles,California
University of Southern California,University Park,Los Angeles,California
Southwestern Law School,3050 Wilshire Boulevard,Los Angeles,California
Taft College,29 Cougar Court,Taft,California
Claremont School of Theology,1325 N College Ave,Claremont,California
Thomas Aquinas College,"10,000 Ojai Rd",Santa Paula,California
Epic Bible College,4330 Auburn Boulevard,Sacramento,California
University of California-System Administration Central Office,1111 Franklin St,Oakland,California
United Education Institute-Huntington Park Campus,6055 Pacific Blvd.,Huntington Park,California
Concorde Career College-San Bernardino,"201 East Airport Drive, Suite A",San Bernardino,California
Concorde Career College-North Hollywood,12412 Victory Boulevard,North Hollywood,California
Ventura County Community College System Office,"255 W. Stanley Ave., Suite 150",Ventura,California
Ventura College,4667 Telegraph Rd,Ventura,California
The Santa Barbara and Ventura Colleges of Law-Ventura,4475 Market St,Ventura,California
Victor Valley College,18422 Bear Valley Rd,Victorville,California
Berkeley City College,2050 Center Sreet,Berkeley,California
West Valley Mission Community College District Office,14000 Fruitvale Ave,Saratoga,California
Walden University,"100 Washington Avenue South, Suite 900",Minneapolis,Minnesota
West Hills College-Coalinga,300 Cherry Lane,Coalinga,California
West Los Angeles College,9000 Overland Avenue,Culver City,California
The University of West Los Angeles,,,
West Valley College,14000 Fruitvale Ave,Saratoga,California
Carrington College California-Sacramento,8909 Folsom Blvd,Sacramento,California
Westminster Theological Seminary in California,1725 Bear Valley Parkway,Escondido,California
Westmont College,955 La Paz Rd,Santa Barbara,California
Whittier College,13406 E Philadelphia Street,Whittier,California
Woodbury University,7500 Glenoaks Blvd,Burbank,California
The Wright Institute,2728 Durant Ave,Berkeley,California
Western State College of Law at Argosy University,1111 N State College Blvd,Fullerton,California
Thomas Jefferson School of Law,1155 Island Avenue,San Diego,California
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,7215 Waring Ave,Los Angeles,California
Yosemite Community College District Office,2201 Blue Gum Ave,Modesto,California
Yuba College,2088 N Beale Rd,Marysville,California
The Salon Professional Academy-Grand Junction,432 North Avenue,Grand Junction,Colorado
Adams State University,208 Edgemont Blvd,Alamosa,Colorado
Aims Community College,5401 W. 20th St.,Greeley,Colorado
Arapahoe Community College,5900 S. Santa Fe Dr.,Littleton,Colorado
Bel-Rea Institute of Animal Technology,1681 S Dayton St,Denver,Colorado
Everest College-Colorado Springs,1815 Jet Wing Drive,Colorado Springs,Colorado
Boulder College of Massage Therapy,6255 Longbow Dr,Boulder,Colorado
University of Colorado Denver,"1380 Lawrence Street, Lawrence Street Center, Suite 1400",Denver,Colorado
University of Colorado Colorado Springs,1420 Austin Bluffs Parkway,Colorado Springs,Colorado
Redstone College,10851 W 120th Ave,Broomfield,Colorado
University of Colorado Boulder,Regent Drive at Broadway,Boulder,Colorado
Colorado Christian University,8787 West Alameda Avenue,Lakewood,Colorado
Colorado College,14. E Cache La Poudre St.,Colorado Springs,Colorado
Concorde Career College-Aurora,111 N. Havana Street,Aurora,Colorado
The Art Institute of Colorado,1200 Lincoln Street,Denver,Colorado
Colorado Mountain College,802 Grand Ave.,Glenwood Springs,Colorado
Colorado Northwestern Community College,500 Kennedy Drive,Rangely,Colorado
Colorado School of Mines,1500 Illinois St,Golden,Colorado
Colorado School of Trades,1575 Hoyt St,Lakewood,Colorado
Colorado State University-Fort Collins,102 Administration Building,Fort Collins,Colorado
Colorado Technical University-Colorado Springs,4435 N Chestnut Street,Colorado Springs,Colorado
Empire Beauty School-Lakewood,441 Wadsworth Blvd,Lakewood,Colorado
Community College of Aurora,16000 E CentreTech Pky,Aurora,Colorado
College America-Denver,"1385 S Colorado Blvd., 5th Floor",Denver,Colorado
Prince Institute-Rocky Mountains,"9051 Harlan Street, Unit 20",Westminster,Colorado
Community College of Denver,1111 W. Colfax Ave.,Denver,Colorado
Lincoln College of Technology-Denver,11194 E 45th Ave,Denver,Colorado
Denver Seminary,6399 S. Santa Fe Drive,Littleton,Colorado
Westwood College-Denver North,7350 N Broadway,Denver,Colorado
University of Denver,2199 S. University Blvd,Denver,Colorado
Fort Lewis College,1000 Rim Drive,Durango,Colorado
Front Range Community College,3645 W 112th Ave,Westminster,Colorado
Glenwood Beauty Academy,51241 Hwy 6 and 24 Ste 1,Glenwood Springs,Colorado
Hair Dynamics Education Center,6464 S College,Fort Collins,Colorado
Iliff School of Theology,2201 S University Blvd,Denver,Colorado
International Salon and Spa Academy,5707 N Academy Blvd,Colorado Springs,Colorado
Lamar Community College,2401 S Main St,Lamar,Colorado
Colorado Mesa University,1100 North Avenue,Grand Junction,Colorado
Metropolitan State University of Denver,Speer Blvd and Colfax Ave,Denver,Colorado
Morgan Community College,920 Barlow Road,Fort  Morgan,Colorado
Naropa University,2130 Arapahoe Ave,Boulder,Colorado
National American University-Colorado Springs,"1915 Jamboree Drive,  Suite 185",Colorado Springs,Colorado
National American University-Denver,"1325 S. Colorado Boulevard, Suite 100",Denver,Colorado
Nazarene Bible College,1111 Academy Park Loop,Colorado Springs,Colorado
Northeastern Junior College,100 College Avenue,Sterling,Colorado
University of Northern Colorado,Carter Hall - Rm 4000,Greeley,Colorado
Otero Junior College,1802 Colorado Ave,La Junta,Colorado
Everest College-Thornton,9065 Grant St,Thornton,Colorado
Pikes Peak Community College,5675 S Academy Blvd,Colorado Springs,Colorado
Intellitec Medical Institute,"6805 Corporate Drive, Suite 100",Colorado Springs,Colorado
Pueblo Community College,900 West Orman Avenue,Pueblo,Colorado
Red Rocks Community College,13300 W Sixth Ave,Lakewood,Colorado
Regis University,3333 Regis Blvd,Denver,Colorado
Rocky Mountain College of Art and Design,1600 Pierce St,Lakewood,Colorado
Montessori Education Center of the Rockies,4745 Walnut Street,Boulder,Colorado
Colorado State University-Pueblo,2200 Bonforte Blvd,Pueblo,Colorado
Intellitec College-Colorado Springs,2315 East Pikes Peak Avenue,Colorado Springs,Colorado
Intellitec College-Grand Junction,772 Horizon Dr,Grand Junction,Colorado
Trinidad State Junior College,600 Prospect St,Trinidad,Colorado
University of Colorado System Office,1800 Grant Avenue,Denver,Colorado
United States Air Force Academy,"2304 Cadet Drive, Suite 3800",USAFA,Colorado
Empire Beauty School-Thornton,3811 E 120th Ave,Thornton,Colorado
Western State Colorado University,600 N Adams,Gunnison,Colorado
Yeshiva Toras Chaim Talmudical Seminary,1555 Stuart St,Denver,Colorado
Albertus Magnus College,700 Prospect St,New Haven,Connecticut
Asnuntuck Community College,170 Elm St,Enfield,Connecticut
Bais Binyomin Academy,132 Prospect St,Stamford,Connecticut
Lincoln College of New England-Southington,2279 Mount Vernon Road,Southington,Connecticut
University of Bridgeport,126 Park Avenue,Bridgeport,Connecticut
Central Connecticut State University,1615 Stanley St,New Britain,Connecticut
Charter Oak State College,55 Paul Manafort Drive,New Britain,Connecticut
Connecticut College,270 Mohegan Avenue,New London,Connecticut
University of Connecticut,352 Mansfield Road,Storrs,Connecticut
Goodwin College,One Riverside Drive,East Hartford,Connecticut
Lincoln Technical Institute-East Windsor,97 Newberry Road,East Windsor,Connecticut
Eastern Connecticut State University,83 Windham St,Willimantic,Connecticut
Fairfield University,1073 N Benson Rd,Fairfield,Connecticut
Capital Community College,950 Main Street,Hartford,Connecticut
Rensselaer Hartford Graduate Center Inc,275 Windsor St,Hartford,Connecticut
Fox Institute of Business-West Hartford,99 South Street,West Hartford,Connecticut
Hartford Seminary,77 Sherman Street,Hartford,Connecticut
University of Hartford,200 Bloomfield Ave,West Hartford,Connecticut
Holy Apostles College and Seminary,33 Prospect Hill Road,Cromwell,Connecticut
Housatonic Community College,900 Lafayette Blvd,Bridgeport,Connecticut
Sanford-Brown College-Farmington,"270 Farmington Ave, Suite 245",Farmington,Connecticut
Lyme Academy College of Fine Arts,84 Lyme St,Old Lyme,Connecticut
Manchester Community College,Great Path,Manchester,Connecticut
Naugatuck Valley Community College,750 Chase Parkway,Waterbury,Connecticut
Middlesex Community College,100 Training Hill Rd,Middletown,Connecticut
Mitchell College,437 Pequot Avenue,New London,Connecticut
Three Rivers Community College,574 New London Turnpike,Norwich,Connecticut
University of New Haven,300 Boston Post Road,West Haven,Connecticut
Norwalk Community College,188 Richards Avenue,Norwalk,Connecticut
Northwestern Connecticut Community College,Park Pl E,Winsted,Connecticut
Paier College of Art Inc,20 Gorham Ave,Hamden,Connecticut
Post University,800 Country Club Rd,Waterbury,Connecticut
Quinebaug Valley Community College,742 Upper Maple St,Danielson,Connecticut
Quinnipiac University,Mt Carmel Ave,Hamden,Connecticut
Sacred Heart University,5151 Park Ave,Fairfield,Connecticut
University of Saint Joseph,1678 Asylum Avenue,West Hartford,Connecticut
Gateway Community College,20 Church Street,New Haven,Connecticut
St Vincent's College,2800 Main St,Bridgeport,Connecticut
Southern Connecticut State University,501 Crescent Street,New Haven,Connecticut
Tri-State College of Acupuncture,80 Eighth Ave Rm 400,New York,New York
Trinity College,300 Summit St,Hartford,Connecticut
Tunxis Community College,271 Scott Swamp Road,Farmington,Connecticut
United States Coast Guard Academy,15 Mohegan Avenue,New London,Connecticut
Wesleyan University,237 High St,Middletown,Connecticut
Western Connecticut State University,181 White Street,Danbury,Connecticut
Yale-New Haven Hospital Dietetic Internship,20 York St EPB 806,New Haven,Connecticut
Yale University,Woodbridge Hall,New Haven,Connecticut
Beebe Medical Center Margaret H Rollins School of Nursing,424 Savannah Rd,Lewes,Delaware
Delaware Technical Community College-Central Office,1832 North Dupont Highway,Dover,Delaware
Delaware Technical Community College-Owens,"Route 18, Seashore Highway PO Box 610",Georgetown,Delaware
Delaware Technical Community College-Terry,100 Campus Drive,Dover,Delaware
Delaware Technical Community College-Stanton/Wilmington,333 N. Shipley Street,Wilmington,Delaware
Delaware State University,1200 N. Dupont Highway,Dover,Delaware
University of Delaware,104 Hullihen Hall,Newark,Delaware
Goldey-Beacom College,4701 Limestone Rd,Wilmington,Delaware
Wesley College,120 N State St,Dover,Delaware
Wilmington University,320 Dupont Hwy,New Castle,Delaware
American University,4400 Massachusetts Ave NW,Washington,District of Columbia
Catholic University of America,"620 Michigan Avenue, NE",Washington,District of Columbia
Corcoran College of Art and Design,"500 Seventeenth Street, NW",Washington,District of Columbia
University of the District of Columbia,4200 Connecticut Ave NW,Washington,District of Columbia
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,"487 Michigan Ave, NE",Washington,District of Columbia
Gallaudet University,"800 Florida Ave, NE",Washington,District of Columbia
George Washington University,"2121 I Street, NW",Washington,District of Columbia
Georgetown University,37th and O St NW,Washington,District of Columbia
Howard University,2400 Sixth St NW,Washington,District of Columbia
Medtech Institute,6565 Arlington Boulevard,Falls Church,Virginia
Strayer University-District of Columbia,1133 15th St NW,Washington,District of Columbia
National Conservatory of Dramatic Arts,1556 Wisconsin Ave NW,Washington,District of Columbia
Trinity Washington University,125 Michigan Ave NE,Washington,District of Columbia
Wesley Theological Seminary,"4500 Massachusetts Ave., NW",Washington,District of Columbia
Wyotech-Daytona,470 Destination Daytona Ln,Ormond Beach,Florida
The Art Institute of Fort Lauderdale,1799 SE 17th St,Fort Lauderdale,Florida
Atlantic Technical Center,4700 Coconut Creek Parkway,Coconut Creek,Florida
The Baptist College of Florida,5400 College Dr,Graceville,Florida
Barry University,11300 NE 2nd Ave,Miami,Florida
Gooding Institute of Nurse Anesthesia,2901 Martin Luther King Jr. Blvd,Panama City,Florida
